version,batch,operation,query,sample,milliseconds,count
baseline,0,verb-view-results,zzzz-no-match,15,33.176375,0
baseline,0,verb-view-results,zzzz-no-match,16,23.357417,0
baseline,0,verb-view-results,zzzz-no-match,17,13.036875,0
baseline,0,verb-view-results,zzzz-no-match,18,49.487083,0
baseline,0,verb-view-results,zzzz-no-match,19,15.149875,0
after,0,all-view-results,zzzz-no-match,0,13.082042,0
after,0,all-view-results,zzzz-no-match,1,16.527875,0
after,0,all-view-results,zzzz-no-match,2,15.3295,0
after,0,all-view-results,zzzz-no-match,3,9.172625,0
after,0,all-view-results,zzzz-no-match,4,18.337958,0
after,0,all-view-results,zzzz-no-match,5,12.570584,0
after,0,all-view-results,zzzz-no-match,6,26.930083,0
after,0,all-view-results,zzzz-no-match,7,8.808917,0
after,0,all-view-results,zzzz-no-match,8,17.163792,0
after,0,all-view-results,zzzz-no-match,9,17.409042,0
after,0,all-view-results,zzzz-no-match,10,16.293291,0
after,0,all-view-results,zzzz-no-match,11,9.432625,0
after,0,all-view-results,zzzz-no-match,12,23.341333,0
after,0,all-view-results,zzzz-no-match,13,12.830125,0
after,0,all-view-results,zzzz-no-match,14,25.724917,0
after,0,all-view-results,zzzz-no-match,15,8.795708,0
after,0,all-view-results,zzzz-no-match,16,19.025791,0
after,0,all-view-results,zzzz-no-match,17,24.913208,0
after,0,all-view-results,zzzz-no-match,18,17.682292,0
after,0,all-view-results,zzzz-no-match,19,19.618,0
after,0,verb-view-results,zzzz-no-match,0,48.857083,0
after,0,verb-view-results,zzzz-no-match,1,32.409791,0
after,0,verb-view-results,zzzz-no-match,2,35.577083,0
after,0,verb-view-results,zzzz-no-match,3,24.758125,0
after,0,verb-view-results,zzzz-no-match,4,25.613291,0
after,0,verb-view-results,zzzz-no-match,5,32.927875,0
after,0,verb-view-results,zzzz-no-match,6,23.6,0
after,0,verb-view-results,zzzz-no-match,7,24.08025,0
after,0,verb-view-results,zzzz-no-match,8,18.3305,0
after,0,verb-view-results,zzzz-no-match,9,17.519542,0
after,0,verb-view-results,zzzz-no-match,10,24.475375,0
after,0,verb-view-results,zzzz-no-match,11,23.527666,0
after,0,verb-view-results,zzzz-no-match,12,44.176625,0
after,0,verb-view-results,zzzz-no-match,13,39.763792,0
after,0,verb-view-results,zzzz-no-match,14,33.055125,0
after,0,verb-view-results,zzzz-no-match,15,64.245417,0
after,0,verb-view-results,zzzz-no-match,16,36.305166,0
after,0,verb-view-results,zzzz-no-match,17,28.92025,0
after,0,verb-view-results,zzzz-no-match,18,21.290291,0
after,0,verb-view-results,zzzz-no-match,19,33.603125,0
after,1,all-view-results,,0,1.457583,1228
after,1,all-view-results,,1,1.318166,1228
after,1,all-view-results,,2,1.220209,1228
after,1,all-view-results,,3,12.494917,1228
after,1,all-view-results,,4,1.561041,1228
after,1,all-view-results,,5,1.962041,1228
after,1,all-view-results,,6,4.605916,1228
after,1,all-view-results,,7,7.671916,1228
after,1,all-view-results,,8,1.458583,1228
after,1,all-view-results,,9,1.393875,1228
after,1,all-view-results,,10,1.562042,1228
after,1,all-view-results,,11,1.297583,1228
after,1,all-view-results,,12,2.101,1228
after,1,all-view-results,,13,9.069,1228
after,1,all-view-results,,14,3.768292,1228
after,1,all-view-results,,15,1.513875,1228
after,1,all-view-results,,16,9.008416,1228
after,1,all-view-results,,17,2.536959,1228
after,1,all-view-results,,18,1.635584,1228
after,1,all-view-results,,19,1.529292,1228
after,1,verb-view-results,,0,25.990916,620
after,1,verb-view-results,,1,3.931875,620
after,1,verb-view-results,,2,3.299208,620
after,1,verb-view-results,,3,16.791208,620
after,1,verb-view-results,,4,10.749417,620
after,1,verb-view-results,,5,3.39525,620
after,1,verb-view-results,,6,4.261875,620
after,1,verb-view-results,,7,20.677167,620
after,1,verb-view-results,,8,5.20675,620
after,1,verb-view-results,,9,3.293917,620
after,1,verb-view-results,,10,14.86725,620
after,1,verb-view-results,,11,3.390417,620
after,1,verb-view-results,,12,14.502459,620
after,1,verb-view-results,,13,3.412084,620
after,1,verb-view-results,,14,16.358291,620
after,1,verb-view-results,,15,12.212041,620
after,1,verb-view-results,,16,17.486541,620
after,1,verb-view-results,,17,10.353833,620
after,1,verb-view-results,,18,7.854125,620
after,1,verb-view-results,,19,19.376291,620
baseline,1,all-view-results,,0,4.382917,1228
baseline,1,all-view-results,,1,29.082584,1228
baseline,1,all-view-results,,2,3.729041,1228
baseline,1,all-view-results,,3,14.545833,1228
baseline,1,all-view-results,,4,12.464291,1228
baseline,1,all-view-results,,5,4.135417,1228
baseline,1,all-view-results,,6,16.679959,1228
baseline,1,all-view-results,,7,11.82625,1228
baseline,1,all-view-results,,8,4.704833,1228
baseline,1,all-view-results,,9,17.836167,1228
baseline,1,all-view-results,,10,10.875541,1228
baseline,1,all-view-results,,11,4.338042,1228
baseline,1,all-view-results,,12,16.189834,1228
baseline,1,all-view-results,,13,16.154,1228
baseline,1,all-view-results,,14,13.553708,1228
baseline,1,all-view-results,,15,5.435042,1228
baseline,1,all-view-results,,16,8.639875,1228
baseline,1,all-view-results,,17,4.735833,1228
baseline,1,all-view-results,,18,3.915292,1228
baseline,1,all-view-results,,19,19.492458,1228
baseline,1,verb-view-results,,0,17.521875,620
baseline,1,verb-view-results,,1,15.291667,620
baseline,1,verb-view-results,,2,17.618958,620
baseline,1,verb-view-results,,3,19.01825,620
baseline,1,verb-view-results,,4,26.851166,620
baseline,1,verb-view-results,,5,5.187708,620
baseline,1,verb-view-results,,6,6.104333,620
baseline,1,verb-view-results,,7,6.56725,620
baseline,1,verb-view-results,,8,6.267,620
baseline,1,verb-view-results,,9,13.077834,620
baseline,1,verb-view-results,,10,34.779083,620
baseline,1,verb-view-results,,11,3.88425,620
baseline,1,verb-view-results,,12,46.784208,620
baseline,1,verb-view-results,,13,18.839333,620
baseline,1,verb-view-results,,14,13.062666,620
baseline,1,verb-view-results,,15,20.30675,620
baseline,1,verb-view-results,,16,31.692125,620
baseline,1,verb-view-results,,17,18.204208,620
baseline,1,verb-view-results,,18,15.819875,620
baseline,1,verb-view-results,,19,28.055917,620
after,1,all-view-results,   ,0,14.978958,1228
after,1,all-view-results,   ,1,1.821458,1228
after,1,all-view-results,   ,2,1.933625,1228
after,1,all-view-results,   ,3,1.462,1228
after,1,all-view-results,   ,4,5.172625,1228
after,1,all-view-results,   ,5,1.39575,1228
after,1,all-view-results,   ,6,2.017,1228
after,1,all-view-results,   ,7,1.3865,1228
after,1,all-view-results,   ,8,1.36625,1228
after,1,all-view-results,   ,9,1.576542,1228
after,1,all-view-results,   ,10,9.73375,1228
after,1,all-view-results,   ,11,3.753709,1228
after,1,all-view-results,   ,12,1.380208,1228
after,1,all-view-results,   ,13,1.345167,1228
after,1,all-view-results,   ,14,3.407333,1228
after,1,all-view-results,   ,15,6.60925,1228
after,1,all-view-results,   ,16,1.871833,1228
after,1,all-view-results,   ,17,1.557583,1228
after,1,all-view-results,   ,18,1.764916,1228
after,1,all-view-results,   ,19,1.970542,1228
after,1,verb-view-results,   ,0,10.478209,620
after,1,verb-view-results,   ,1,3.436792,620
after,1,verb-view-results,   ,2,2.639125,620
after,1,verb-view-results,   ,3,15.512791,620
after,1,verb-view-results,   ,4,3.739667,620
after,1,verb-view-results,   ,5,11.509583,620
after,1,verb-view-results,   ,6,3.949791,620
after,1,verb-view-results,   ,7,16.809417,620
after,1,verb-view-results,   ,8,6.357083,620
after,1,verb-view-results,   ,9,3.7025,620
after,1,verb-view-results,   ,10,3.169292,620
after,1,verb-view-results,   ,11,17.666542,620
after,1,verb-view-results,   ,12,4.288417,620
after,1,verb-view-results,   ,13,7.122,620
after,1,verb-view-results,   ,14,2.818292,620
after,1,verb-view-results,   ,15,3.133292,620
after,1,verb-view-results,   ,16,16.533042,620
after,1,verb-view-results,   ,17,6.338417,620
after,1,verb-view-results,   ,18,3.356416,620
after,1,verb-view-results,   ,19,3.500584,620
baseline,1,all-view-results,   ,0,4.254583,1228
baseline,1,all-view-results,   ,1,17.421584,1228
baseline,1,all-view-results,   ,2,12.610292,1228
baseline,1,all-view-results,   ,3,4.768416,1228
baseline,1,all-view-results,   ,4,14.530542,1228
baseline,1,all-view-results,   ,5,11.467833,1228
baseline,1,all-view-results,   ,6,4.353167,1228
baseline,1,all-view-results,   ,7,18.016584,1228
baseline,1,all-view-results,   ,8,10.035041,1228
baseline,1,all-view-results,   ,9,4.703666,1228
baseline,1,all-view-results,   ,10,18.208792,1228
baseline,1,all-view-results,   ,11,11.47525,1228
baseline,1,all-view-results,   ,12,4.245542,1228
baseline,1,all-view-results,   ,13,14.173875,1228
baseline,1,all-view-results,   ,14,4.260625,1228
baseline,1,all-view-results,   ,15,12.132667,1228
baseline,1,all-view-results,   ,16,4.593959,1228
baseline,1,all-view-results,   ,17,16.357625,1228
baseline,1,all-view-results,   ,18,11.130583,1228
baseline,1,all-view-results,   ,19,5.507958,1228
baseline,1,verb-view-results,   ,0,6.331542,620
baseline,1,verb-view-results,   ,1,15.986084,620
baseline,1,verb-view-results,   ,2,13.988584,620
baseline,1,verb-view-results,   ,3,16.729958,620
baseline,1,verb-view-results,   ,4,4.722417,620
baseline,1,verb-view-results,   ,5,12.967833,620
baseline,1,verb-view-results,   ,6,17.384416,620
baseline,1,verb-view-results,   ,7,12.264083,620
baseline,1,verb-view-results,   ,8,5.54,620
baseline,1,verb-view-results,   ,9,17.252541,620
baseline,1,verb-view-results,   ,10,8.756167,620
baseline,1,verb-view-results,   ,11,4.791958,620
baseline,1,verb-view-results,   ,12,17.012875,620
baseline,1,verb-view-results,   ,13,15.510208,620
baseline,1,verb-view-results,   ,14,18.673208,620
baseline,1,verb-view-results,   ,15,10.33025,620
baseline,1,verb-view-results,   ,16,5.092291,620
baseline,1,verb-view-results,   ,17,16.205584,620
baseline,1,verb-view-results,   ,18,9.65825,620
baseline,1,verb-view-results,   ,19,5.502834,620
after,1,all-view-results,l,0,7.242875,858
after,1,all-view-results,l,1,9.434667,858
after,1,all-view-results,l,2,18.170041,858
after,1,all-view-results,l,3,8.427417,858
after,1,all-view-results,l,4,5.530417,858
after,1,all-view-results,l,5,18.596792,858
after,1,all-view-results,l,6,10.976417,858
after,1,all-view-results,l,7,5.470459,858
after,1,all-view-results,l,8,14.799292,858
after,1,all-view-results,l,9,10.044417,858
after,1,all-view-results,l,10,5.917208,858
after,1,all-view-results,l,11,15.382375,858
after,1,all-view-results,l,12,5.555625,858
after,1,all-view-results,l,13,15.181208,858
after,1,all-view-results,l,14,18.242,858
after,1,all-view-results,l,15,8.0345,858
after,1,all-view-results,l,16,6.1065,858
after,1,all-view-results,l,17,14.408541,858
after,1,all-view-results,l,18,5.294334,858
after,1,all-view-results,l,19,11.248125,858
after,1,verb-view-results,l,0,31.169125,500
after,1,verb-view-results,l,1,19.696084,500
after,1,verb-view-results,l,2,15.835209,500
after,1,verb-view-results,l,3,24.428,500
after,1,verb-view-results,l,4,7.687959,500
after,1,verb-view-results,l,5,19.828959,500
after,1,verb-view-results,l,6,14.336458,500
after,1,verb-view-results,l,7,23.75525,500
after,1,verb-view-results,l,8,12.094958,500
after,1,verb-view-results,l,9,48.709125,500
after,1,verb-view-results,l,10,17.7805,500
after,1,verb-view-results,l,11,31.113667,500
after,1,verb-view-results,l,12,28.823333,500
after,1,verb-view-results,l,13,21.211708,500
after,1,verb-view-results,l,14,17.194833,500
after,1,verb-view-results,l,15,31.009,500
after,1,verb-view-results,l,16,18.850959,500
after,1,verb-view-results,l,17,11.325584,500
after,1,verb-view-results,l,18,7.149041,500
after,1,verb-view-results,l,19,24.428,500
baseline,1,all-view-results,l,0,46.961458,858
baseline,1,all-view-results,l,1,80.682167,858
baseline,1,all-view-results,l,2,66.471,858
baseline,1,all-view-results,l,3,32.505,858
baseline,1,all-view-results,l,4,33.615417,858
baseline,1,all-view-results,l,5,35.423542,858
baseline,1,all-view-results,l,6,21.528041,858
baseline,1,all-view-results,l,7,49.116833,858
baseline,1,all-view-results,l,8,45.551208,858
baseline,1,all-view-results,l,9,87.177375,858
baseline,1,all-view-results,l,10,28.288958,858
baseline,1,all-view-results,l,11,37.259833,858
baseline,1,all-view-results,l,12,38.890666,858
baseline,1,all-view-results,l,13,41.164417,858
baseline,1,all-view-results,l,14,49.640166,858
baseline,1,all-view-results,l,15,36.360083,858
baseline,1,all-view-results,l,16,48.998375,858
baseline,1,all-view-results,l,17,36.721625,858
baseline,1,all-view-results,l,18,36.655917,858
baseline,1,all-view-results,l,19,40.460083,858
baseline,1,verb-view-results,l,0,34.11925,500
baseline,1,verb-view-results,l,1,43.396,500
baseline,1,verb-view-results,l,2,37.1005,500
baseline,1,verb-view-results,l,3,63.209709,500
baseline,1,verb-view-results,l,4,38.7995,500
baseline,1,verb-view-results,l,5,28.479917,500
baseline,1,verb-view-results,l,6,37.418042,500
baseline,1,verb-view-results,l,7,29.179958,500
baseline,1,verb-view-results,l,8,31.620458,500
baseline,1,verb-view-results,l,9,50.067084,500
baseline,1,verb-view-results,l,10,20.05175,500
baseline,1,verb-view-results,l,11,33.556084,500
baseline,1,verb-view-results,l,12,36.67875,500
baseline,1,verb-view-results,l,13,49.291917,500
baseline,1,verb-view-results,l,14,27.227041,500
baseline,1,verb-view-results,l,15,22.970042,500
baseline,1,verb-view-results,l,16,60.88675,500
baseline,1,verb-view-results,l,17,33.556041,500
baseline,1,verb-view-results,l,18,35.4085,500
baseline,1,verb-view-results,l,19,36.132291,500
after,1,all-view-results,look,0,14.706666,40
after,1,all-view-results,look,1,33.88925,40
after,1,all-view-results,look,2,65.736583,40
after,1,all-view-results,look,3,17.566917,40
after,1,all-view-results,look,4,29.647541,40
after,1,all-view-results,look,5,33.117167,40
after,1,all-view-results,look,6,20.309458,40
after,1,all-view-results,look,7,16.105625,40
after,1,all-view-results,look,8,31.9245,40
after,1,all-view-results,look,9,21.530791,40
after,1,all-view-results,look,10,12.565292,40
after,1,all-view-results,look,11,28.35325,40
after,1,all-view-results,look,12,30.277792,40
after,1,all-view-results,look,13,19.675916,40
after,1,all-view-results,look,14,20.42,40
after,1,all-view-results,look,15,17.635792,40
after,1,all-view-results,look,16,27.446292,40
after,1,all-view-results,look,17,9.28375,40
after,1,all-view-results,look,18,14.82675,40
after,1,all-view-results,look,19,29.541417,40
after,1,verb-view-results,look,0,28.429958,10
after,1,verb-view-results,look,1,20.894,10
after,1,verb-view-results,look,2,14.35125,10
after,1,verb-view-results,look,3,15.064417,10
after,1,verb-view-results,look,4,21.716417,10
after,1,verb-view-results,look,5,16.255417,10
after,1,verb-view-results,look,6,18.337417,10
after,1,verb-view-results,look,7,14.717625,10
after,1,verb-view-results,look,8,24.842209,10
after,1,verb-view-results,look,9,14.679209,10
after,1,verb-view-results,look,10,10.397416,10
after,1,verb-view-results,look,11,12.909625,10
after,1,verb-view-results,look,12,12.257125,10
after,1,verb-view-results,look,13,22.831584,10
after,1,verb-view-results,look,14,19.121042,10
after,1,verb-view-results,look,15,34.422541,10
after,1,verb-view-results,look,16,11.344167,10
after,1,verb-view-results,look,17,16.697958,10
after,1,verb-view-results,look,18,30.494958,10
after,1,verb-view-results,look,19,31.221875,10
baseline,1,all-view-results,look,0,68.685334,40
baseline,1,all-view-results,look,1,44.659625,40
baseline,1,all-view-results,look,2,55.260041,40
baseline,1,all-view-results,look,3,42.97325,40
baseline,1,all-view-results,look,4,41.286875,40
baseline,1,all-view-results,look,5,38.813375,40
baseline,1,all-view-results,look,6,44.078042,40
baseline,1,all-view-results,look,7,29.98275,40
baseline,1,all-view-results,look,8,65.466625,40
baseline,1,all-view-results,look,9,62.552708,40
baseline,1,all-view-results,look,10,51.3065,40
baseline,1,all-view-results,look,11,72.168584,40
baseline,1,all-view-results,look,12,47.385292,40
baseline,1,all-view-results,look,13,51.402584,40
baseline,1,all-view-results,look,14,64.919167,40
baseline,1,all-view-results,look,15,52.041417,40
baseline,1,all-view-results,look,16,63.348333,40
baseline,1,all-view-results,look,17,67.297708,40
baseline,1,all-view-results,look,18,148.919875,40
baseline,1,all-view-results,look,19,53.896125,40
baseline,1,verb-view-results,look,0,81.404291,10
baseline,1,verb-view-results,look,1,125.901792,10
baseline,1,verb-view-results,look,2,71.625083,10
baseline,1,verb-view-results,look,3,95.433,10
baseline,1,verb-view-results,look,4,76.84175,10
baseline,1,verb-view-results,look,5,62.279834,10
baseline,1,verb-view-results,look,6,44.62725,10
baseline,1,verb-view-results,look,7,47.730833,10
baseline,1,verb-view-results,look,8,78.069417,10
baseline,1,verb-view-results,look,9,137.318334,10
baseline,1,verb-view-results,look,10,145.6125,10
baseline,1,verb-view-results,look,11,200.791125,10
baseline,1,verb-view-results,look,12,140.73425,10
baseline,1,verb-view-results,look,13,250.34625,10
baseline,1,verb-view-results,look,14,71.339708,10
baseline,1,verb-view-results,look,15,74.8785,10
baseline,1,verb-view-results,look,16,47.876167,10
baseline,1,verb-view-results,look,17,121.954208,10
baseline,1,verb-view-results,look,18,199.747417,10
baseline,1,verb-view-results,look,19,40.932625,10
after,1,all-view-results,look into,0,56.927208,2
after,1,all-view-results,look into,1,24.301292,2
after,1,all-view-results,look into,2,74.603375,2
after,1,all-view-results,look into,3,16.008292,2
after,1,all-view-results,look into,4,109.060834,2
after,1,all-view-results,look into,5,89.521333,2
after,1,all-view-results,look into,6,17.960833,2
after,1,all-view-results,look into,7,25.817375,2
after,1,all-view-results,look into,8,48.802041,2
after,1,all-view-results,look into,9,39.57775,2
after,1,all-view-results,look into,10,10.771666,2
after,1,all-view-results,look into,11,15.638333,2
after,1,all-view-results,look into,12,62.563,2
after,1,all-view-results,look into,13,19.086958,2
after,1,all-view-results,look into,14,22.870875,2
after,1,all-view-results,look into,15,12.869958,2
after,1,all-view-results,look into,16,24.291292,2
after,1,all-view-results,look into,17,9.619458,2
after,1,all-view-results,look into,18,13.790625,2
after,1,all-view-results,look into,19,13.880042,2
after,1,verb-view-results,look into,0,64.216875,2
after,1,verb-view-results,look into,1,33.284917,2
after,1,verb-view-results,look into,2,19.9835,2
after,1,verb-view-results,look into,3,10.969042,2
after,1,verb-view-results,look into,4,31.369917,2
after,1,verb-view-results,look into,5,27.36575,2
after,1,verb-view-results,look into,6,13.297166,2
after,1,verb-view-results,look into,7,40.088333,2
after,1,verb-view-results,look into,8,39.140375,2
after,1,verb-view-results,look into,9,50.765792,2
after,1,verb-view-results,look into,10,65.403875,2
after,1,verb-view-results,look into,11,19.411166,2
after,1,verb-view-results,look into,12,33.180333,2
after,1,verb-view-results,look into,13,13.752417,2
after,1,verb-view-results,look into,14,10.5875,2
after,1,verb-view-results,look into,15,11.770917,2
after,1,verb-view-results,look into,16,25.810708,2
after,1,verb-view-results,look into,17,15.426125,2
after,1,verb-view-results,look into,18,21.368417,2
after,1,verb-view-results,look into,19,12.222375,2
baseline,1,all-view-results,look into,0,31.600917,2
baseline,1,all-view-results,look into,1,35.154,2
baseline,1,all-view-results,look into,2,77.419958,2
baseline,1,all-view-results,look into,3,84.852875,2
baseline,1,all-view-results,look into,4,64.33575,2
baseline,1,all-view-results,look into,5,42.873,2
baseline,1,all-view-results,look into,6,53.736084,2
baseline,1,all-view-results,look into,7,40.436,2
baseline,1,all-view-results,look into,8,44.044,2
baseline,1,all-view-results,look into,9,35.450416,2
baseline,1,all-view-results,look into,10,36.784125,2
baseline,1,all-view-results,look into,11,32.573209,2
baseline,1,all-view-results,look into,12,47.481166,2
baseline,1,all-view-results,look into,13,59.003041,2
baseline,1,all-view-results,look into,14,62.539916,2
baseline,1,all-view-results,look into,15,163.523542,2
baseline,1,all-view-results,look into,16,114.200042,2
baseline,1,all-view-results,look into,17,71.954875,2
baseline,1,all-view-results,look into,18,122.608625,2
baseline,1,all-view-results,look into,19,41.768791,2
baseline,1,verb-view-results,look into,0,33.806125,2
baseline,1,verb-view-results,look into,1,39.128042,2
baseline,1,verb-view-results,look into,2,36.974416,2
baseline,1,verb-view-results,look into,3,37.626291,2
baseline,1,verb-view-results,look into,4,39.367875,2
baseline,1,verb-view-results,look into,5,36.400208,2
baseline,1,verb-view-results,look into,6,36.865,2
baseline,1,verb-view-results,look into,7,40.016458,2
baseline,1,verb-view-results,look into,8,36.139625,2
baseline,1,verb-view-results,look into,9,49.740667,2
baseline,1,verb-view-results,look into,10,111.184584,2
baseline,1,verb-view-results,look into,11,45.162458,2
baseline,1,verb-view-results,look into,12,41.401834,2
baseline,1,verb-view-results,look into,13,66.821834,2
baseline,1,verb-view-results,look into,14,49.147625,2
baseline,1,verb-view-results,look into,15,52.512084,2
baseline,1,verb-view-results,look into,16,35.368875,2
baseline,1,verb-view-results,look into,17,39.776625,2
baseline,1,verb-view-results,look into,18,84.422542,2
baseline,1,verb-view-results,look into,19,46.369166,2
after,1,all-view-results,調べ,0,22.5315,10
after,1,all-view-results,調べ,1,19.975834,10
after,1,all-view-results,調べ,2,19.514291,10
after,1,all-view-results,調べ,3,16.875667,10
after,1,all-view-results,調べ,4,30.811083,10
after,1,all-view-results,調べ,5,50.345875,10
after,1,all-view-results,調べ,6,27.394166,10
after,1,all-view-results,調べ,7,22.349667,10
after,1,all-view-results,調べ,8,17.40275,10
after,1,all-view-results,調べ,9,33.331791,10
after,1,all-view-results,調べ,10,29.750833,10
after,1,all-view-results,調べ,11,18.100542,10
after,1,all-view-results,調べ,12,18.981041,10
after,1,all-view-results,調べ,13,25.821667,10
after,1,all-view-results,調べ,14,23.062,10
after,1,all-view-results,調べ,15,17.652583,10
after,1,all-view-results,調べ,16,27.585916,10
after,1,all-view-results,調べ,17,18.853916,10
after,1,all-view-results,調べ,18,17.424208,10
after,1,all-view-results,調べ,19,28.792375,10
after,1,verb-view-results,調べ,0,34.426916,6
after,1,verb-view-results,調べ,1,31.678916,6
after,1,verb-view-results,調べ,2,36.316084,6
after,1,verb-view-results,調べ,3,32.00875,6
after,1,verb-view-results,調べ,4,46.684125,6
after,1,verb-view-results,調べ,5,33.911333,6
after,1,verb-view-results,調べ,6,36.278917,6
after,1,verb-view-results,調べ,7,41.626667,6
after,1,verb-view-results,調べ,8,37.910375,6
after,1,verb-view-results,調べ,9,33.225834,6
after,1,verb-view-results,調べ,10,19.095583,6
after,1,verb-view-results,調べ,11,29.977417,6
after,1,verb-view-results,調べ,12,31.9385,6
after,1,verb-view-results,調べ,13,25.463583,6
after,1,verb-view-results,調べ,14,25.212792,6
after,1,verb-view-results,調べ,15,14.554584,6
after,1,verb-view-results,調べ,16,22.431042,6
after,1,verb-view-results,調べ,17,24.364583,6
after,1,verb-view-results,調べ,18,17.517,6
after,1,verb-view-results,調べ,19,20.408459,6
baseline,1,all-view-results,調べ,0,78.250084,10
baseline,1,all-view-results,調べ,1,87.01675,10
baseline,1,all-view-results,調べ,2,86.641,10
baseline,1,all-view-results,調べ,3,189.61925,10
baseline,1,all-view-results,調べ,4,210.03325,10
baseline,1,all-view-results,調べ,5,80.043042,10
baseline,1,all-view-results,調べ,6,118.581209,10
baseline,1,all-view-results,調べ,7,95.573875,10
baseline,1,all-view-results,調べ,8,91.797375,10
baseline,1,all-view-results,調べ,9,169.315625,10
baseline,1,all-view-results,調べ,10,161.01125,10
baseline,1,all-view-results,調べ,11,119.548708,10
baseline,1,all-view-results,調べ,12,132.85975,10
baseline,1,all-view-results,調べ,13,97.609125,10
baseline,1,all-view-results,調べ,14,68.140959,10
baseline,1,all-view-results,調べ,15,81.290958,10
baseline,1,all-view-results,調べ,16,69.370666,10
baseline,1,all-view-results,調べ,17,79.50875,10
baseline,1,all-view-results,調べ,18,70.780792,10
baseline,1,all-view-results,調べ,19,82.825792,10
baseline,1,verb-view-results,調べ,0,94.988458,6
baseline,1,verb-view-results,調べ,1,83.2425,6
baseline,1,verb-view-results,調べ,2,101.332292,6
baseline,1,verb-view-results,調べ,3,105.215333,6
baseline,1,verb-view-results,調べ,4,116.0365,6
baseline,1,verb-view-results,調べ,5,110.645666,6
baseline,1,verb-view-results,調べ,6,90.594291,6
baseline,1,verb-view-results,調べ,7,80.98,6
baseline,1,verb-view-results,調べ,8,95.1965,6
baseline,1,verb-view-results,調べ,9,154.1345,6
baseline,1,verb-view-results,調べ,10,127.727417,6
baseline,1,verb-view-results,調べ,11,88.898,6
baseline,1,verb-view-results,調べ,12,138.885,6
baseline,1,verb-view-results,調べ,13,126.265166,6
baseline,1,verb-view-results,調べ,14,99.849333,6
baseline,1,verb-view-results,調べ,15,114.999,6
baseline,1,verb-view-results,調べ,16,99.964917,6
baseline,1,verb-view-results,調べ,17,108.291792,6
baseline,1,verb-view-results,調べ,18,118.456375,6
baseline,1,verb-view-results,調べ,19,121.227833,6
after,1,all-view-results,round,0,23.737584,52
after,1,all-view-results,round,1,12.050917,52
after,1,all-view-results,round,2,19.040375,52
after,1,all-view-results,round,3,17.210292,52
after,1,all-view-results,round,4,26.806375,52
after,1,all-view-results,round,5,11.538458,52
after,1,all-view-results,round,6,13.214792,52
after,1,all-view-results,round,7,14.324041,52
after,1,all-view-results,round,8,30.338708,52
after,1,all-view-results,round,9,31.407459,52
after,1,all-view-results,round,10,28.115208,52
after,1,all-view-results,round,11,25.39675,52
after,1,all-view-results,round,12,18.232042,52
after,1,all-view-results,round,13,19.227041,52
after,1,all-view-results,round,14,15.486125,52
after,1,all-view-results,round,15,18.143583,52
after,1,all-view-results,round,16,15.23125,52
after,1,all-view-results,round,17,22.987791,52
after,1,all-view-results,round,18,25.030125,52
after,1,all-view-results,round,19,10.751166,52
after,1,verb-view-results,round,0,28.847708,46
after,1,verb-view-results,round,1,24.954959,46
after,1,verb-view-results,round,2,25.480542,46
after,1,verb-view-results,round,3,29.998,46
after,1,verb-view-results,round,4,32.613833,46
after,1,verb-view-results,round,5,20.566459,46
after,1,verb-view-results,round,6,30.614,46
after,1,verb-view-results,round,7,29.007709,46
after,1,verb-view-results,round,8,40.781167,46
after,1,verb-view-results,round,9,29.623708,46
after,1,verb-view-results,round,10,19.790541,46
after,1,verb-view-results,round,11,47.687583,46
after,1,verb-view-results,round,12,33.254,46
after,1,verb-view-results,round,13,17.808583,46
after,1,verb-view-results,round,14,28.542959,46
after,1,verb-view-results,round,15,24.917917,46
after,1,verb-view-results,round,16,11.50725,46
after,1,verb-view-results,round,17,31.485958,46
after,1,verb-view-results,round,18,54.098417,46
after,1,verb-view-results,round,19,33.148,46
baseline,1,all-view-results,round,0,104.814417,52
baseline,1,all-view-results,round,1,63.075709,52
baseline,1,all-view-results,round,2,70.066417,52
baseline,1,all-view-results,round,3,59.997375,52
baseline,1,all-view-results,round,4,55.683,52
baseline,1,all-view-results,round,5,81.937041,52
baseline,1,all-view-results,round,6,80.2375,52
baseline,1,all-view-results,round,7,72.04825,52
baseline,1,all-view-results,round,8,76.207458,52
baseline,1,all-view-results,round,9,103.954542,52
baseline,1,all-view-results,round,10,98.979875,52
baseline,1,all-view-results,round,11,117.965666,52
baseline,1,all-view-results,round,12,131.901666,52
baseline,1,all-view-results,round,13,106.94825,52
baseline,1,all-view-results,round,14,305.302625,52
baseline,1,all-view-results,round,15,375.502917,52
baseline,1,all-view-results,round,16,297.043375,52
baseline,1,all-view-results,round,17,163.460917,52
baseline,1,all-view-results,round,18,172.824875,52
baseline,1,all-view-results,round,19,79.160416,52
baseline,1,verb-view-results,round,0,53.723333,46
baseline,1,verb-view-results,round,1,75.891958,46
baseline,1,verb-view-results,round,2,71.366334,46
baseline,1,verb-view-results,round,3,57.082833,46
baseline,1,verb-view-results,round,4,53.937208,46
baseline,1,verb-view-results,round,5,86.779167,46
baseline,1,verb-view-results,round,6,96.905916,46
baseline,1,verb-view-results,round,7,73.767291,46
baseline,1,verb-view-results,round,8,70.2805,46
baseline,1,verb-view-results,round,9,96.026583,46
baseline,1,verb-view-results,round,10,82.850375,46
